Manufacturer or brand,Caliber,Model,Serial number,Type,subType,Name of distibutor,Address,Purchase Country,City,Purchase State,Purchase date,Mex Recovery date,Mex Recovery area,US Recovery date,US recovery city,Reference case,Case Number,Case state,Jurisdiction,Indictment date,File date,Notes,PRIO Type,PRIO Type Code,Purchase date assumed,Mex Recovery date assumed,US Recovery date assumed,dblcnt_cenapi
Smith & Wesson,32,431PD,CSU5399,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Harrington and Richardson,22,650,AS81645,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Phoenix Arms Co.,22,HP22A,4601062,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Ruger,22,22/45 Lite,390-86586,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,45,25-5,N766005,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,357,586-2,AYW4717,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,44,29-2,N720493,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,22,18-3,1K73672,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,41,57,N671105,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,41,57,N650807,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,357,66-5,CCW9755,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,41,57,N943304,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Ruger,357,SP101,57367841,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
North American Arms,22,Unknown Type,Y191801,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Ruger,22,Single Six,26305560,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,22,63,M178664,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Browning,6,Unknown Type,427749,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,22,34,M204061,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Harrington and Richardson,410,Folding,AF527,Shotgun,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
North American Arms,22,22 Mag,E131899,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,38,38,J294229,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Ruger,22,Mark II,218-37129,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,22,317,CCE0408,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,22,4,20646,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,22,63,M142228,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Colt Match Target,22,,91128-S,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Ruger,22,NEW MDL SNGL SX HNTR,76-11553,revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,41,658,BBA8855,revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,38,14-2,K751365,revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Colt,380,Nite Lite,PL26652,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Ruger,22,Single Six,20-42634,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Colt,32,New Police 32,62031,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Wesson Arms,22,Dan Six Shot,22S000746,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Browning,22,Unknown Type,114896P8,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,357,649-3,CCJ0491,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,357,686-6,CMX4219,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,38,38,795J20,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Colt,45,Government Series 70,52670G70,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
North American Arms,22,22 Magnum,TE0409,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Colt,38,Detective Special,B06154,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,357,66-7,DAL1192,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,38,Airweight,94J864,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Browning,22,Buckmark,655NV06388,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
High Standard,22,HD,112846,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,357,66-4,CCF4761,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Essex Arms Company,22,Platinum,18807,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,357,586,AAC3400,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Ruger,41,Redhawk,50242107,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,38,49,J570779,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,38,38,1J45673,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Colt,22,Challenger,51954-C,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,38,60,R231282,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Ruger,22,Mark II Target,217-18208,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,357,28-3,AHY9450,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,22,63,M121368,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,22,5417,364844,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Marlin Firearms Co.,22,70P,11335212,Rifle,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,357,66-5,CDL8896,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,44,629-3,BND9015,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,41,657-4,CCW9453,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Colt,22,Huntsman,013457S,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,357,66,6K64252,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,22,63,M157704,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Smith & Wesson,22,34-1,M128621,Revolver,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Colt MKIV Series,45,70,34250G70,Pistol,,,,US,,,,,,,,USA v. Mull,1:23-cr-00094-JRS-MG,Indiana,Southern District of Indiana,6/20/2023,11/27/2023,1053 firearms associated with this one case,,,,,,0
Ruger,0.22,SR22,,Pistol,,DAWSONVILLE GUN & PAWN INC,5711 HWY 53 E,US,DAWSONVILLE,GA,11/17/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,SR22,,Pistol,,DAWSONVILLE GUN & PAWN INC,5711 HWY 53 E,US,DAWSONVILLE,GA,11/17/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Smith and Wesson,0.22,M&P 22,,Pistol,,DAWSONVILLE GUN & PAWN INC,5711 HWY 53 E,US,DAWSONVILLE,GA,11/17/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Smith and Wesson,0.38,M&P 380 Shield EZ,,Pistol,,Academy Sports,,US,,GA,11/22/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Smith and Wesson,0.38,M&P 380 Shield EZ,,Pistol,,Academy Sports,,US,,GA,11/22/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,DAWSONVILLE GUN & PAWN INC,5711 HWY 53 E,US,DAWSONVILLE,GA,11/29/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,DAWSONVILLE GUN & PAWN INC,5711 HWY 53 E,US,DAWSONVILLE,GA,11/29/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,DAWSONVILLE GUN & PAWN INC,5711 HWY 53 E,US,DAWSONVILLE,GA,11/29/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Winchester,12,SXP,,Shotgun,,Outdoor Depot,250 JOHN MORROW JR PARKWAY SUITE 200,US,GAINESVILLE,GA,9/29/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Winchester,12,SXP,,Shotgun,,Academy Sports,,US,,GA,10/31/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Academy Sports,,US,,GA,10/31/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,Multi,AR556,,Rifle,,Outdoor Depot,250 JOHN MORROW JR PARKWAY SUITE 200,US,GAINESVILLE,GA,11/19/2021,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Winchester,12,SXP,,Shotgun,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Smith and Wesson,0.223,M&P15,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Ruger,0.22,10/22,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Browning,12,,,Shotgun,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Winchester,12,Super X,,Shotgun,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Winchester,12,Super X,,Shotgun,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Benelli,12,Super Black Eagle II,,Shotgun,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Winchester,0.22,,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Winchester,0.22,,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Stevens,12,,,Shotgun,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Stevens,12,,,Shotgun,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
American Tactical,12,,,Shotgun,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
New England Firearms,12,SA1-130,,Shotgun,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
SCCY,0.38,CPX-4,,Pistol,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,Stolen weapon,,,,,,0
Ruger,9mm,,,Pistol,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
FEG,0.38,PA-63,,Pistol,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
American Tactical,0.22,GSG-1911,,Pistol,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Beretta,9mm,92X,,Pistol,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Beretta,9mm,92X,,Pistol,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Smith and Wesson,0.357,686,,Revolver,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Beretta,0.22,M9,,Pistol,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Remington,12,870,,Shotgun,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Mossberg,12,,,Shotgun,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
Smith and Wesson,0.22,M&P15,,Rifle,,,,US,,,,,,12/3/2021,,USA v. Marban et al,2:21-cr-00053-RWS-JCF,Georgia,Northern District of Georgia,12/20/2021,12/20/2021,,,,,,,0
